contact_id,order_id,customer_id_hash,agent_id_hash,country_code,contact_reason_id,created_at,resolved_at,status,reopened_flag,handling_time_seconds,updated_at
con_0000031,ord_0000309,cust_60f070e33932,agent_9f14025af006,UK,late_delivery,2026-01-05T21:35:00,2026-01-05T21:44:06,resolved,1,546,2026-01-15T03:35:00
con_0000032,ord_0000312,cust_8d30c6781931,agent_624b60c58c9d,UK,cancellation,2026-01-05T11:50:00,2026-01-10T11:56:35,resolved,0,395,2026-01-10T18:50:00
con_0000033,ord_0000319,cust_156091ee0884,agent_4a44dc153642,PL,payment_issue,2026-01-05T22:08:00,2026-01-05T22:21:33,resolved,0,813,2026-01-10T01:08:00
con_0000034,ord_0000333,cust_35a99a53ff1b,agent_aea92132c4cb,PL,payment_issue,2026-01-05T10:05:00,2026-01-10T10:17:45,resolved,0,765,2026-01-11T16:05:00
con_0000035,ord_0000334,cust_2c29bd822988,agent_2c624232cdd2,PL,refund_request,2026-01-05T10:26:00,2026-01-07T10:35:18,resolved,1,558,2026-01-09T15:26:00
con_0000036,ord_0000336,cust_a2258ffaf9a1,agent_eb1e33e8a81b,PL,cancellation,2026-01-05T21:16:00,2026-01-10T21:22:00,resolved,0,360,2026-01-13T23:16:00
con_0000037,ord_0000353,cust_e81d47bc1914,agent_f5ca38f748a1,PL,refund_request,2026-01-05T16:52:00,2026-01-07T17:01:03,resolved,1,543,2026-01-12T23:52:00
con_0000038,ord_0000356,cust_da6e2f539726,agent_811786ad1ae7,PL,cancellation,2026-01-05T09:09:00,2026-01-10T09:16:23,resolved,0,443,2026-01-10T16:09:00
con_0000039,ord_0000359,cust_2099a9b5f777,agent_4fc82b26aecb,PL,cancellation,2026-01-05T18:13:00,2026-01-05T18:19:07,resolved,0,367,2026-01-10T18:13:00
con_0000040,ord_0000360,cust_3292bef42975,agent_031b4af5197e,PL,cancellation,2026-01-05T17:21:00,2026-01-05T17:33:10,resolved,0,730,2026-01-08T01:21:00
con_0000041,ord_0000384,cust_303c8bd55875,agent_7688b6ef5255,PL,late_delivery,2026-01-05T21:56:00,2026-01-08T22:02:58,resolved,1,418,2026-01-11T04:56:00
con_0000042,ord_0000399,cust_51e681141116,agent_9400f1b21cb5,AT,cancellation,2026-01-05T20:45:00,,open,0,0,2026-01-10T03:45:00
con_0000043,ord_0000400,cust_5109a4e14cbb,agent_b17ef6d19c7a,AT,refund_request,2026-01-05T22:31:00,2026-01-06T22:40:12,resolved,0,552,2026-01-14T22:31:00
con_0000044,ord_0000405,cust_bae9aa4081f8,agent_670671cd9740,AT,cancellation,2026-01-05T08:29:00,2026-01-05T08:37:39,resolved,0,519,2026-01-08T14:29:00
con_0000045,ord_0000416,cust_8ffe8459134b,agent_f5ca38f748a1,AT,late_delivery,2026-01-05T14:11:00,2026-01-07T14:21:46,resolved,0,646,2026-01-12T19:11:00
con_0000046,ord_0000428,cust_0c75ccaac281,agent_7a61b53701be,AT,cancellation,2026-01-05T15:54:00,2026-01-08T16:03:11,resolved,0,551,2026-01-11T23:54:00
con_0000047,ord_0000445,cust_308831041ea4,agent_eb1e33e8a81b,AT,missing_item,2026-01-05T08:42:00,2026-01-06T08:48:06,resolved,0,366,2026-01-13T15:42:00
con_0000048,ord_0000445,cust_308831041ea4,agent_71ee45a3c0db,AT,account_issue,2026-01-05T19:52:00,2026-01-05T20:01:23,resolved,0,563,2026-01-11T00:52:00
con_0000049,ord_0000447,cust_a6d4096b24cd,agent_86e501496586,DE,payment_issue,2026-01-06T08:02:00,2026-01-09T08:14:39,resolved,0,759,2026-01-06T14:02:00
con_0000050,ord_0000461,cust_ec3f1e361fe2,agent_41cfc0d1f2d1,DE,cancellation,2026-01-06T19:34:00,2026-01-07T19:41:46,resolved,0,466,2026-01-15T21:34:00
con_0000051,ord_0000479,cust_25b7c81e7700,agent_811786ad1ae7,DE,payment_issue,2026-01-06T19:06:00,2026-01-08T19:16:03,resolved,0,603,2026-01-14T00:06:00
con_0000052,ord_0000493,cust_3c4ee858b268,agent_811786ad1ae7,DE,late_delivery,2026-01-06T15:37:00,2026-01-07T15:46:33,resolved,0,573,2026-01-13T16:37:00
con_0000053,ord_0000510,cust_6c658ee83fb7,agent_86e501496586,DE,missing_item,2026-01-06T11:40:00,2026-01-08T11:47:14,resolved,0,434,2026-01-08T14:40:00
con_0000054,ord_0000513,cust_4cc3d9cba463,agent_e629fa6598d7,DE,late_delivery,2026-01-06T17:07:00,2026-01-07T17:17:16,resolved,0,616,2026-01-13T18:07:00
con_0000055,ord_0000531,cust_e0ccc43c9b15,agent_785f3ec7eb32,DE,late_delivery,2026-01-06T22:45:00,2026-01-08T22:53:02,resolved,0,482,2026-01-14T02:45:00
con_0000056,ord_0000560,cust_8e9b669109df,agent_eb1e33e8a81b,NL,payment_issue,2026-01-06T16:22:00,2026-01-07T16:32:53,resolved,0,653,2026-01-11T22:22:00
con_0000057,ord_0000576,cust_0038263cc90d,agent_e7f6c011776e,NL,refund_request,2026-01-06T19:01:00,2026-01-09T19:10:14,resolved,0,554,2026-01-11T22:01:00
con_0000058,ord_0000577,cust_ee14860f6bd0,agent_ef2d127de37b,NL,late_delivery,2026-01-06T12:36:00,2026-01-09T12:42:36,resolved,0,396,2026-01-15T14:36:00
con_0000059,ord_0000588,cust_fcf1e4bf9cc9,agent_59e19706d51d,NL,late_delivery,2026-01-06T17:42:00,2026-01-06T17:49:49,resolved,0,469,2026-01-14T17:42:00
con_0000060,ord_0000602,cust_ed053874ca19,agent_eb1e33e8a81b,NL,refund_request,2026-01-06T12:18:00,2026-01-11T12:26:34,resolved,0,514,2026-01-12T12:18:00
con_0000061,ord_0000604,cust_f8d64a31eb7d,agent_6f4b6612125f,NL,cancellation,2026-01-06T20:42:00,2026-01-09T20:48:55,resolved,0,415,2026-01-15T00:42:00
con_0000062,ord_0000614,cust_9bdb2af67992,agent_624b60c58c9d,NL,refund_request,2026-01-06T09:45:00,2026-01-07T09:52:25,resolved,0,445,2026-01-13T16:45:00
con_0000063,ord_0000615,cust_f6103ca1e01b,agent_73475cb40a56,NL,late_delivery,2026-01-06T08:57:00,2026-01-06T09:04:23,resolved,0,443,2026-01-06T16:57:00
con_0000064,ord_0000636,cust_90dbca35cc68,agent_4fc82b26aecb,NL,missing_item,2026-01-06T10:52:00,2026-01-07T10:58:05,resolved,0,365,2026-01-10T16:52:00
con_0000065,ord_0000662,cust_a05198938c6c,agent_02d20bbd7e39,UK,refund_request,2026-01-06T15:51:00,2026-01-09T15:59:46,resolved,0,526,2026-01-14T19:51:00
con_0000066,ord_0000662,cust_a05198938c6c,agent_35135aaa6cc2,UK,account_issue,2026-01-06T12:02:00,2026-01-08T12:11:11,resolved,0,551,2026-01-10T20:02:00
con_0000067,ord_0000667,cust_4e47eb5525df,agent_86e501496586,UK,missing_item,2026-01-06T14:14:00,2026-01-06T14:21:06,resolved,0,426,2026-01-07T16:14:00
con_0000068,ord_0000674,cust_34df2d15ee33,agent_3e1e967e9b79,UK,cancellation,2026-01-06T21:08:00,2026-01-07T21:09:30,resolved,0,90,2026-01-08T02:08:00
con_0000069,ord_0000676,cust_0e3c49c57d4a,agent_3fdba35f04dc,UK,refund_request,2026-01-06T22:46:00,2026-01-07T22:54:34,resolved,1,514,2026-01-13T05:46:00
con_0000070,ord_0000676,cust_0e3c49c57d4a,agent_59e19706d51d,UK,cancellation,2026-01-06T20:42:00,2026-01-07T20:47:53,resolved,0,353,2026-01-11T01:42:00
con_0000071,ord_0000677,cust_f8b4b02c09cf,agent_4fc82b26aecb,UK,late_delivery,2026-01-06T22:55:00,2026-01-06T23:02:35,resolved,0,455,2026-01-11T22:55:00
con_0000072,ord_0000683,cust_aae9ee5b6b7b,agent_59e19706d51d,UK,account_issue,2026-01-06T18:47:00,2026-01-07T18:54:43,resolved,0,463,2026-01-15T19:47:00
con_0000073,ord_0000689,cust_6ae9e4d22c46,agent_c6f3ac57944a,UK,account_issue,2026-01-06T17:13:00,2026-01-06T17:21:03,resolved,0,483,2026-01-15T00:13:00
con_0000074,ord_0000696,cust_40962624bfc2,agent_b7a56873cd77,UK,cancellation,2026-01-06T11:29:00,2026-01-08T11:39:27,resolved,0,627,2026-01-06T12:29:00
con_0000075,ord_0000697,cust_7b69759630f8,agent_19581e27de7c,UK,refund_request,2026-01-06T20:06:00,2026-01-11T20:12:07,resolved,0,367,2026-01-07T23:06:00
con_0000076,ord_0000715,cust_52f11620e397,agent_811786ad1ae7,UK,missing_item,2026-01-06T13:48:00,2026-01-11T13:54:35,resolved,0,395,2026-01-11T15:48:00
con_0000077,ord_0000752,cust_311ba2ed6a5b,agent_ef2d127de37b,UK,late_delivery,2026-01-06T13:13:00,2026-01-11T13:22:48,resolved,0,588,2026-01-09T21:13:00
con_0000078,ord_0000768,cust_b72b8ff4cac9,agent_6f4b6612125f,PL,account_issue,2026-01-06T10:32:00,2026-01-11T10:43:00,resolved,0,660,2026-01-09T12:32:00
con_0000079,ord_0000776,cust_ba689abd93c9,agent_44cb730c4204,PL,late_delivery,2026-01-06T22:43:00,2026-01-09T22:49:18,resolved,0,378,2026-01-11T06:43:00
con_0000080,ord_0000776,cust_ba689abd93c9,agent_031b4af5197e,PL,refund_request,2026-01-06T13:42:00,2026-01-06T13:51:03,resolved,0,543,2026-01-11T17:42:00
con_0000081,ord_0000799,cust_85e63bcfdcfc,agent_f5ca38f748a1,PL,late_delivery,2026-01-06T21:10:00,2026-01-11T21:18:36,resolved,0,516,2026-01-16T05:10:00
con_0000082,ord_0000835,cust_6c658ee83fb7,agent_31489056e091,PL,late_delivery,2026-01-06T21:52:00,,open,0,0,2026-01-11T03:52:00
con_0000083,ord_0000838,cust_907bdcbc11fe,agent_31489056e091,AT,refund_request,2026-01-06T10:37:00,2026-01-07T10:42:35,resolved,0,335,2026-01-13T12:37:00
con_0000084,ord_0000838,cust_907bdcbc11fe,agent_811786ad1ae7,AT,cancellation,2026-01-06T09:31:00,2026-01-06T09:40:21,resolved,0,561,2026-01-06T15:31:00
con_0000085,ord_0000858,cust_91a73fd806ab,agent_4b227777d4dd,AT,cancellation,2026-01-06T19:12:00,2026-01-06T19:19:48,resolved,0,468,2026-01-11T20:12:00
con_0000086,ord_0000860,cust_10716564f7be,agent_41cfc0d1f2d1,AT,late_delivery,2026-01-06T20:33:00,2026-01-11T20:37:55,resolved,0,295,2026-01-16T00:33:00
con_0000087,ord_0000860,cust_10716564f7be,agent_eb1e33e8a81b,AT,cancellation,2026-01-06T11:13:00,2026-01-11T11:17:13,resolved,0,253,2026-01-08T13:13:00
con_0000088,ord_0000881,cust_5e74cb2ad4e2,agent_31489056e091,AT,payment_issue,2026-01-06T10:12:00,2026-01-06T10:23:35,resolved,0,695,2026-01-12T11:12:00
con_0000089,ord_0000882,cust_15310fd04ea6,agent_5f9c4ab08cac,AT,late_delivery,2026-01-06T15:42:00,2026-01-06T15:48:14,resolved,0,374,2026-01-11T17:42:00
con_0000090,ord_0000883,cust_85d6385b945c,agent_3fdba35f04dc,AT,payment_issue,2026-01-06T17:48:00,2026-01-06T17:59:53,resolved,0,713,2026-01-09T00:48:00
con_0000091,ord_0000904,cust_023849c38925,agent_6b86b273ff34,DE,missing_item,2026-01-07T14:55:00,2026-01-10T15:02:50,resolved,0,470,2026-01-10T21:55:00
con_0000092,ord_0000910,cust_e41fbda961c9,agent_9400f1b21cb5,DE,late_delivery,2026-01-07T15:49:00,2026-01-12T15:57:42,resolved,0,522,2026-01-10T19:49:00
con_0000093,ord_0000919,cust_01b23136ea7f,agent_1a6562590ef1,DE,cancellation,2026-01-07T13:27:00,2026-01-12T13:35:18,resolved,0,498,2026-01-14T16:27:00
con_0000094,ord_0000930,cust_1bee34b6262a,agent_d59eced1ded0,DE,account_issue,2026-01-07T15:30:00,2026-01-08T15:41:51,resolved,0,711,2026-01-15T20:30:00
con_0000095,ord_0000941,cust_b3773ecbf749,agent_0e17daca5f3e,DE,missing_item,2026-01-07T12:45:00,2026-01-09T12:50:22,resolved,0,322,2026-01-08T12:45:00
con_0000096,ord_0000965,cust_328c58f0f172,agent_86e501496586,DE,late_delivery,2026-01-07T17:03:00,2026-01-08T17:10:14,resolved,0,434,2026-01-08T18:03:00
con_0000097,ord_0000968,cust_44c8031cb036,agent_02d20bbd7e39,DE,missing_item,2026-01-07T16:00:00,,open,0,0,2026-01-16T21:00:00
con_0000098,ord_0000997,cust_a41b6fde8b21,agent_39fa9ec190ee,DE,missing_item,2026-01-07T21:55:00,,open,0,0,2026-01-09T02:55:00
con_0000099,ord_0001003,cust_5313e5bf1714,agent_4523540f1504,DE,late_delivery,2026-01-07T12:33:00,2026-01-07T12:41:11,resolved,1,491,2026-01-10T16:33:00
con_0000100,ord_0001004,cust_6566230e3a3c,agent_785f3ec7eb32,DE,late_delivery,2026-01-07T14:12:00,2026-01-08T14:19:35,resolved,0,455,2026-01-11T20:12:00
con_0000101,ord_0001008,cust_c7ce483fd1cc,agent_eb1e33e8a81b,DE,missing_item,2026-01-07T20:43:00,,open,0,0,2026-01-15T23:43:00
con_0000102,ord_0001015,cust_e97e2ffefd96,agent_7902699be42c,DE,cancellation,2026-01-07T20:52:00,2026-01-07T20:58:38,resolved,0,398,2026-01-09T23:52:00
con_0000103,ord_0001042,cust_d7c7673ba8ca,agent_44cb730c4204,NL,late_delivery,2026-01-07T14:53:00,2026-01-07T15:01:06,resolved,0,486,2026-01-16T14:53:00
con_0000104,ord_0001064,cust_bce35ce6291b,agent_44cb730c4204,NL,late_delivery,2026-01-07T22:51:00,2026-01-07T22:57:13,resolved,0,373,2026-01-11T01:51:00
con_0000105,ord_0001077,cust_d1b0b7687f7b,agent_39fa9ec190ee,NL,refund_request,2026-01-07T13:39:00,2026-01-07T13:47:41,resolved,0,521,2026-01-16T17:39:00
con_0000106,ord_0001078,cust_fa88d374b9cf,agent_2c624232cdd2,NL,late_delivery,2026-01-07T10:05:00,2026-01-09T10:11:13,resolved,0,373,2026-01-11T17:05:00
con_0000107,ord_0001078,cust_fa88d374b9cf,agent_8527a891e224,NL,payment_issue,2026-01-07T18:19:00,2026-01-12T18:28:09,resolved,0,549,2026-01-14T01:19:00
con_0000108,ord_0001086,cust_74de057f768b,agent_9f14025af006,NL,late_delivery,2026-01-07T11:38:00,2026-01-07T11:44:09,resolved,0,369,2026-01-11T13:38:00
con_0000109,ord_0001107,cust_9f14025af006,agent_4e07408562be,UK,cancellation,2026-01-07T10:02:00,2026-01-12T10:08:47,resolved,0,407,2026-01-12T11:02:00
con_0000110,ord_0001120,cust_ff2ccb6ba423,agent_59e19706d51d,UK,late_delivery,2026-01-07T11:02:00,2026-01-12T11:10:41,resolved,0,521,2026-01-13T11:02:00
con_0000111,ord_0001129,cust_96bb293aaa33,agent_7688b6ef5255,UK,late_delivery,2026-01-07T18:59:00,2026-01-08T19:08:29,resolved,0,569,2026-01-07T23:59:00
con_0000112,ord_0001130,cust_227445a98850,agent_02d20bbd7e39,UK,cancellation,2026-01-07T12:42:00,2026-01-08T12:49:03,resolved,0,423,2026-01-11T17:42:00
con_0000113,ord_0001147,cust_c324b7cb6568,agent_3fdba35f04dc,UK,late_delivery,2026-01-07T20:44:00,2026-01-08T20:51:35,resolved,0,455,2026-01-08T03:44:00
con_0000114,ord_0001201,cust_405101758459,agent_6208ef0f7750,UK,late_delivery,2026-01-07T21:18:00,2026-01-08T21:22:39,resolved,0,279,2026-01-08T23:18:00
con_0000115,ord_0001220,cust_c75d3f1f5bcd,agent_5f9c4ab08cac,PL,payment_issue,2026-01-07T16:09:00,2026-01-10T16:22:38,resolved,0,818,2026-01-09T17:09:00
con_0000116,ord_0001240,cust_0604cd3138fe,agent_4fc82b26aecb,PL,refund_request,2026-01-07T13:08:00,2026-01-09T13:18:56,resolved,0,656,2026-01-12T19:08:00
con_0000117,ord_0001247,cust_8b0ae2d638c1,agent_8527a891e224,PL,refund_request,2026-01-07T13:54:00,2026-01-08T13:59:44,resolved,0,344,2026-01-08T21:54:00
con_0000118,ord_0001256,cust_d0f451801443,agent_0e17daca5f3e,PL,account_issue,2026-01-07T17:11:00,2026-01-07T17:19:21,resolved,0,501,2026-01-11T00:11:00
con_0000119,ord_0001273,cust_050a010ce24d,agent_3e1e967e9b79,PL,missing_item,2026-01-07T19:45:00,,open,0,0,2026-01-17T00:45:00
con_0000120,ord_0001283,cust_200dd69b70a8,agent_2858dcd1057d,PL,late_delivery,2026-01-07T18:16:00,2026-01-09T18:23:27,resolved,0,447,2026-01-15T19:16:00
con_0000121,ord_0001283,cust_200dd69b70a8,agent_4e07408562be,PL,payment_issue,2026-01-07T11:42:00,2026-01-07T11:53:04,resolved,0,664,2026-01-16T19:42:00
con_0000122,ord_0001304,cust_507c38cb8a97,agent_811786ad1ae7,AT,cancellation,2026-01-07T20:47:00,2026-01-10T20:52:59,resolved,0,359,2026-01-15T22:47:00
con_0000123,ord_0001327,cust_7907a88d77f2,agent_ef2d127de37b,AT,missing_item,2026-01-07T21:58:00,2026-01-12T22:04:12,resolved,0,372,2026-01-09T05:58:00
con_0000124,ord_0001339,cust_681d12400213,agent_6208ef0f7750,AT,cancellation,2026-01-07T19:02:00,2026-01-08T19:03:30,resolved,0,90,2026-01-08T19:02:00
con_0000125,ord_0001346,cust_2315bd64e75a,agent_3d914f9348c9,DE,missing_item,2026-01-08T08:34:00,2026-01-13T08:43:06,resolved,0,546,2026-01-08T15:34:00
con_0000126,ord_0001353,cust_000f21ac06ac,agent_ef2d127de37b,DE,missing_item,2026-01-08T13:08:00,2026-01-10T13:18:47,resolved,0,647,2026-01-12T14:08:00
con_0000127,ord_0001357,cust_b51e45a12fba,agent_6f4b6612125f,DE,cancellation,2026-01-08T10:40:00,2026-01-08T10:44:26,resolved,0,266,2026-01-11T16:40:00
con_0000128,ord_0001359,cust_3f9807cb9ae9,agent_4a44dc153642,DE,late_delivery,2026-01-08T20:34:00,2026-01-09T20:41:04,resolved,0,424,2026-01-11T20:34:00
con_0000129,ord_0001375,cust_af6b495dd2d7,agent_624b60c58c9d,DE,late_delivery,2026-01-08T09:26:00,2026-01-10T09:31:28,resolved,0,328,2026-01-14T15:26:00
con_0000130,ord_0001377,cust_3f9eb849d100,agent_19581e27de7c,DE,late_delivery,2026-01-08T18:38:00,2026-01-09T18:46:01,resolved,0,481,2026-01-11T00:38:00
con_0000131,ord_0001386,cust_8ec5f9f24992,agent_39fa9ec190ee,DE,late_delivery,2026-01-08T21:17:00,2026-01-08T21:26:05,resolved,0,545,2026-01-14T22:17:00
con_0000132,ord_0001391,cust_9284d61c8c2b,agent_2858dcd1057d,DE,cancellation,2026-01-08T12:58:00,,open,0,0,2026-01-08T17:58:00
con_0000133,ord_0001392,cust_2f8375d2a98f,agent_624b60c58c9d,DE,late_delivery,2026-01-08T08:58:00,2026-01-08T09:08:06,resolved,1,606,2026-01-10T13:58:00
con_0000134,ord_0001396,cust_2c674047a16d,agent_e629fa6598d7,DE,late_delivery,2026-01-08T13:54:00,2026-01-11T14:05:02,resolved,0,662,2026-01-11T18:54:00
con_0000135,ord_0001407,cust_c73c63198a13,agent_d59eced1ded0,DE,cancellation,2026-01-08T10:01:00,2026-01-09T10:07:23,resolved,0,383,2026-01-08T11:01:00
con_0000136,ord_0001433,cust_92a6a32f99de,agent_e629fa6598d7,DE,late_delivery,2026-01-08T08:08:00,2026-01-08T08:14:34,resolved,0,394,2026-01-11T08:08:00
con_0000137,ord_0001439,cust_e18037f42fd0,agent_41cfc0d1f2d1,DE,late_delivery,2026-01-08T18:30:00,2026-01-08T18:36:34,resolved,0,394,2026-01-13T18:30:00
con_0000138,ord_0001446,cust_f74efabef12e,agent_1a6562590ef1,DE,missing_item,2026-01-08T15:01:00,2026-01-08T15:06:40,resolved,0,340,2026-01-17T21:01:00
con_0000139,ord_0001449,cust_068814875fcd,agent_0e17daca5f3e,DE,late_delivery,2026-01-08T13:59:00,2026-01-08T14:09:52,resolved,0,652,2026-01-13T18:59:00
con_0000140,ord_0001452,cust_87e50b287059,agent_9f14025af006,DE,late_delivery,2026-01-08T09:23:00,2026-01-10T09:27:22,resolved,0,262,2026-01-09T14:23:00
con_0000141,ord_0001452,cust_87e50b287059,agent_b7a56873cd77,DE,refund_request,2026-01-08T20:37:00,2026-01-09T20:46:49,resolved,0,589,2026-01-16T20:37:00
con_0000142,ord_0001457,cust_5c17cac5569c,agent_9f14025af006,DE,account_issue,2026-01-08T08:22:00,2026-01-11T08:31:40,resolved,0,580,2026-01-13T11:22:00
con_0000143,ord_0001474,cust_cdbe4e7e26e3,agent_76a50887d8f1,DE,account_issue,2026-01-08T22:34:00,2026-01-08T22:41:30,resolved,0,450,2026-01-13T06:34:00
con_0000144,ord_0001476,cust_7559ca4a957c,agent_4523540f1504,DE,late_delivery,2026-01-08T22:55:00,2026-01-09T23:03:10,resolved,0,490,2026-01-10T06:55:00
con_0000145,ord_0001482,cust_99ee50221221,agent_7902699be42c,DE,late_delivery,2026-01-08T21:05:00,2026-01-09T21:10:59,resolved,0,359,2026-01-14T00:05:00
con_0000146,ord_0001491,cust_642c2a091805,agent_39fa9ec190ee,NL,late_delivery,2026-01-08T12:55:00,2026-01-08T12:59:03,resolved,0,243,2026-01-15T18:55:00
con_0000147,ord_0001503,cust_67aa578ed1fd,agent_73475cb40a56,NL,late_delivery,2026-01-08T21:34:00,2026-01-10T21:39:20,resolved,0,320,2026-01-12T23:34:00
con_0000148,ord_0001526,cust_90b0ce469fbd,agent_0b918943df09,NL,cancellation,2026-01-08T13:12:00,,open,0,0,2026-01-15T20:12:00
con_0000149,ord_0001544,cust_9e6296be2bb9,agent_59e19706d51d,NL,missing_item,2026-01-08T20:46:00,2026-01-10T20:54:21,resolved,0,501,2026-01-10T04:46:00
con_0000150,ord_0001549,cust_2747827914ba,agent_624b60c58c9d,NL,refund_request,2026-01-08T22:25:00,2026-01-08T22:35:33,resolved,0,633,2026-01-14T00:25:00
con_0000151,ord_0001552,cust_38d66d9692ac,agent_6208ef0f7750,NL,late_delivery,2026-01-08T10:35:00,2026-01-08T10:42:53,resolved,0,473,2026-01-10T13:35:00
